spam,text
0,get me out of this dump heap my mom decid to come to low bore
0,yo the game almost over want to go to walmart soon
0,ha then we must walk to everywher cannot take tram my cousin said can walk to vic market from our hotel 
0,kind of just miss train cos of asthma attack nxt one in half hr so drive in not sure where to park
1,free entri into our  week competit just text the word win to  now  tc 
1,okmail dear dave this is your final notic to collect your  tenerif holiday or  cash award call  from landlin tcs sae   
0,veri strang  and  are watch the  one now but im in bed sweet dream miss u 
0,it is a good thing im now get the connect to bw
0,i cant pick the phone right now pls send a messag
1,what do u want for xmas how about  free text messag  a new video phone with half price line rental call free now on   to find out more
0,sorri pa i dont knw who ru pa
0,you are right though i cant give you the space you want and need this is realli start to becom an issu i was go to suggest set a definit move outif im still there after greec but mayb you are readi and should do it now
0,hello madam how are you 
0, thought i didnt see you
1,tell u  call  to claim  prize u have  enter all ur mobil  person detail  the prompt care
1,goldvik  is invit you to be his friend repli  or  see him  stop send stop frnd to 
0,it a site to simul the test it just give you veri tough question to test your readi
0,lol no u can trust me
0,pls speak with me i wont ask anyth other then you friendship
0,shall i send that exe to your mail id
0,so wat da decis
0,wherr my boytoy  
0,jos ask if u wana meet up
0,wish you a wonder week
0,beauti sleep can help ur pimpl too
0,u realli pig leh sleep so much my dad wake me up at  smth  eat lunch today
0,i taught that ranjith sir call me so onli i sms like that becaus hes verifi about project prabu told today so onli pa dont mistak me
0,it ok i noe ure busi but im realli too bore so i msg u i oso dunno wat colour she choos  me one
0,no plan yet what are you do 
0,on the road so cant txt
0,oh godtaken the teethi it pain
0,sorri ill call later
0,plz note if anyon call from a mobil co amp ask u to type  ltgt  or  ltgt  do not do so disconnect the callcoz it iz an attempt of terrorist to make use of the sim card no itz confirmd by nokia n motorola n has been verifi by cnn ibn
0,and how you will do that princess 
0,the beauti of life is in next second which hide thousand of secret i wish everi second will be wonder in ur life gud 
0,aiyah sorri lor i watch tv watch until i forgot  check my phone
0,im realli sorri i wont b abl  do this fridayhop u can find an alternativehop yr term go ok
0,wanna do some art d
0,wat u do there
0,custom place i wil cal u sir
0,not thought bout it  drink in tap  spile at seven  is that pub on gas st off broad st by canal  ok
0,i finish my lunch alreadi u wake up alreadi
0,so you think i should actual talk to him not call his boss in the morn i went to this place last year and he told me where i could go and get my car fix cheaper he kept tell me today how much he hope i would come back in how he alway regret not get my number etc
0,oh all have to come ah
1,buy space invad  a chanc  win orig arcad game consol press  for game arcad std wap charg see   term  set no purchas
1, more game from thedailydraw dear helen dozen of free game  with great prizeswith
0,alright well bring it to you see you in like  ltgt  min
0,tell her i said eat shit
0,k my roommat also want a dubsack and anoth friend may also want some so plan on bring extra ill tell you when they know for sure
0,prabhaim sorydarealyfrm heart im sori
0, go home liao ask dad to pick me up at 
0,what you doinghow are you
0,yo ani way we could pick someth up tonight
0,take some small dose tablet for fever
0,mom want to know where you at
0,life is noth wen v get everyth but life is everyth wen v miss someth  real valu of peopl wil be realiz onli in their absenc gud mrng
1,free entri into our  week comp just send the word win to  now  tc 
0,aiyar dun disturb u liao thk u have lot  do aft ur cupboard come
0,damn can you make it tonight or do you want to just wait til tomorrow
0,do you like italian food
0, will have two more carton off u and is veri pleas with shelv
0,dont know you bring some food
0,after the drug she will be abl to eat
1, free polyphon rington text super to  to get your free poli tone of the week now  sn    subscript 
0,im at work pleas call
1,thank for your rington order ref number  your mobil will be charg  should your tone not arriv pleas call custom servic on 
1,this is the  time we have tri  contact u u have won the  pound prize  claim is easi call  now onli  per min btnationalr 
0,beauti truth  express of the face could be seen by everyon but the depress of heart could be understood onli by the love one gud 
0,i wud never mind if u dont miss me or if u dont need me but u wil realli hurt me wen u need me amp u dont tell me take care
0,dont think about what u have got think about how to use it that you have got good 
1,eastend tv quiz what flower doe dot compar herself to d violet e tulip f lili txt d e or f to  now  chanc  win  cash 
0,go to join tomorrow
0,sorri ill call you  later i am in meet sir
0,mmmmmmm snuggl into you deep content sigh  whisper  i fuck love you so much i can bare stand it 
0,am okay will soon be over all the best
0,wat would u like  ur birthday
1,urgent pleas call  from your landlin your complimentari  lux costa del sol holiday or  cash await collect ppm  sae tcs jame  
0,ywhere u at dogbreath it just sound like jan c that al
0,i dont want to hear anyth
0,am in film ill call you later
0,sorri da thangamit my mistak
0,pleas reserv ticket on saturday eve from chennai to thirunelvali and again from tirunelvali to chennai on sunday evei alreadi see in netno ticket availablei want to book ticket through tackl 
0,k make sens btw carlo is be difficult so you guy are gonna smoke while i go pick up the second batch and get gas
0,tri to do someth dear you read someth for exam
0,that cool where should i cum on you or in you 
0,great comedyc stop laugh da
0,ive been tri to reach him without success
1,  alfi moon children in need song on ur mob tell ur  txt tone chariti to  for nokia or poli chariti for poli zed  profit  chariti
0,good word but word may leav u in dismay mani time
1,congrat  mobil  videophon r your call  now videochat wid ur mate play java game dload polyph music nolin rentl    
1,dont b floppi b snappi  happi onli gay chat servic with photo upload call    stop our text call 
0, collect ur laptop then go to configur da set izzit
0,enjoy urself tmr
0,tell me theyr femal v howr you throw in were decid what all to get now
0,k wait chikkuil send aftr  ltgt min
0,are you ok what happen to behav like this
0,k i will sent it again
1,refus a loan secur or unsecur cant get credit call free now    or text back help  we will
0,hey morn what you come to ask pa
0,well boy am i glad g wast all night at applebe for noth
0,if i start send blackberri torch to nigeria will you find buyer for melik  month and tell dad not to buy bb from anyon oh
0,good afternoon starshin how my boytoy doe he crave me yet ach to fuck me  sip cappuccino i miss you babe teas kiss
0,not yet chikkugo to room nw im in bus
0,i have a date on sunday with will
0,reason is if the team budget is avail at last they buy the unsold player for at base rate
0,from tomorrow onward eve  to  work
0,a boy love a gal he propsd bt she didnt mind he gv lv lttrs bt her frnds threw thm again d boy decid  aproach d gal  dt time a truck was speed toward d gal wn it was about  hit d girld boy ran like hell n save her she ask hw cn u run so fast d boy repli boost is d secret of my energi n instant d girl shout our energi n thi live happili  drink boost evrydi moral of d stori i hv free msgsd gud 
0,hii got the money da
0,still chanc there if you search hard you will get itlet have a tri 
0,i cant pick the phone right now pls send a messag
0,lol  i realli need to rememb to eat when im drink but i do appreci you keep me compani that night babe smile
0,when you get free call me
0,ok c u then
0,these wont do have to move on to morphin
0,nope ill come onlin now
0,love you aathilov u lot
